2023-06-23;17:04:52.473;[1] PING;17:04:53.273;[0/1] PONG (2)
2023-06-23;17:04:53.493;[1] PING;17:04:54.353;[1/1] PONG (1)
2023-06-23;17:04:54.473;[2] PING;17:04:54.653;[3/2] PONG (2)
2023-06-23;17:04:55.453;[3] PING;17:04:55.833;[4/3] PONG (2)
2023-06-23;17:04:56.133;[2] PING;17:04:56.853;[5/2] PONG (1)
2023-06-23;17:04:57.493;[3] PING;17:04:58.003;[6/3] PONG (1)
2023-06-23;17:04:58.343;[4] PING;17:04:58.583;[7/4] PONG (2)
2023-06-23;17:04:58.683;[5] PING;17:04:59.553;[9/5] PONG (2)
2023-06-23;17:04:59.273;[4] PING;17:04:59.813;[10/4] PONG (1)
2023-06-23;17:04:59.813;[5] PING;17:05:00.593;[11/5] PONG (1)
2023-06-23;17:05:01.033;[6] PING;17:05:01.923;[12/6] PONG (2)
2023-06-23;17:05:02.383;[6] PING;17:05:03.243;[13/6] PONG (1)
2023-06-23;17:05:03.483;[7] PING;17:05:04.003;[14/7] PONG (2)
2023-06-23;17:05:04.483;[7] PING;(проигнорировано)
2023-06-23;17:05:04.003;[8] PING;17:05:04.723;[16/8] PONG (2)
2023-06-23;17:05:06.503;[9] PING;17:05:06.683;[17/9] PONG (2)
2023-06-23;17:05:06.183;[8] PING;17:05:06.843;[18/8] PONG (1)
2023-06-23;17:05:06.903;[10] PING;17:05:07.503;[19/10] PONG (2)
2023-06-23;17:05:07.123;[9] PING;17:05:07.753;[20/9] PONG (1)
2023-06-23;17:05:09.143;[11] PING;17:05:09.803;[22/11] PONG (2)
2023-06-23;17:05:08.983;[10] PING;17:05:09.843;[23/10] PONG (1)
2023-06-23;17:05:10.463;[12] PING;17:05:10.943;[24/12] PONG (2)
2023-06-23;17:05:10.863;[11] PING;17:05:11.363;[25/11] PONG (1)
2023-06-23;17:05:13.063;[13] PING;17:05:13.563;[26/13] PONG (2)
2023-06-23;17:05:13.443;[12] PING;17:05:14.183;[27/12] PONG (1)
